Name,Size,Type,Environment
Repository,Medium,Construct,
rescinous frog,Small,Beast,
Resinous Frog,Small,Beast,
Revenant,Medium,Undead,"arctic, cave, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, underground, urban",LM1ZV85vNinrh,rzxBK38x5d2BUcB,S5M,sgTPLzQVbkfj,MLn,S3zciZ,UmeezJkQsgnigo9bECm
Revenant (A5E),Medium,Undead,"Caverns, Desert, Forest, Grassland, Hills, Jungle, Laboratory, Mountains, Ruin, Settlement, Sewer, Swamp, Temple, Tomb, Tundra, Water"
Revilock (A5E),Medium,Humanoid,"Caverns, Plane of Earth, Ruin, Sewer, Shadowfell, Tomb",LGoaJ,KFwvECXJKS,nDrQRt5G,QlGo7,B,r8udD2gcso3d,BxuDGeS5mBeNKGq,Tpc,F2fvQ4QexcSwNK
Rezmir,Medium,Humanoid,
Rhinoceros,Large,Beast,grassland
Rhinoceros (A5E),Large,Beast,"Desert, Grassland"
Rictavio,Medium,Humanoid,
Riding Horse,Large,Beast,urban
Riding Horse (A5E),Large,Beast,Settlement
Rift Swine,Large,Aberration,
Righteous Sentinel,Large,Construct,
Rime Worm Grub,Medium,Elemental,
Rimewing,Small,Beast,
Ring Servant,Large,Construct,
Risen Reaver,Large,Undead,
River Dragon Wyrmling (A5E),Medium,Dragon,"Grassland, Water"
River King,Medium,Fey,aquatic
River Naga,Large,Monstrosity,"rivers, coastal"
Rivermaw Brawler,Medium,Humanoid (any),
Rivermaw Stormborn,Medium,Humanoid (any),
Roachling Lord,Small,Humanoid,"ruins,underground,urban"
Roachling Scout,Small,Humanoid,
Roachling Skirmisher,Small,Humanoid,"ruins,underground,urban",tl1Igp0sMCu,ud8ydLf9tpJFGFDyGf,YhR1imV6hWdOpc12kAAR,pV2vWQSZrMyBAte3EaRi,IMdJAuEIHkcrT1Q,nP6YybPY
Roc,Gargantuan,Monstrosity,"coast, desert, mountain",a7D5kcKXbHEsLn4yORVU,QCrVhu4s9,aCWxqQUakJyDlZ,dH9HeTt1YO3,g0
Roc (A5E),Gargantuan,Beast,"Grassland, Hills, Mountains, Water"
Rochade,S,Fey,underground
rock roach,Medium,Beast,
Rock salamander,T,Elemental,"badlands, hills, mountains"
Rockwood,H,Elemental,"badlands, hills, mountains",WF8yFCigsIQGf5potfk,PuBciQAzTlv3,EWI,MTPNJE5hz4,3vQSNhtfhdL,9j7ClaaWpcG6YEE,u,EjlATPcj64,auipZKmqXwJGjh
Roggenwolf,Medium,Monstrosity,
Rokurokubi,Medium,Monstrosity,
Ronus,Medium,Monstrosity,forest
Roper,Large,Monstrosity,"cave, underground",PooKFLJJBZQgiJ,ynGJi5giE1iZf05YY1P
Roper (A5E),Large,Monstrosity,Caverns
Rothe,Medium,Beast,"grassland, underground"
Rotsam,Tiny,Ooze,
Rotsam Swarm,Large swarm,Ooze,
Rotting Wind,Large,Undead,
Rubblebelt Stalker,Medium,Humanoid,
Rubezahl,Medium,Fiend,
Ruby ooze,Medium,Ooze,
Rug of Smothering,Large,Construct,"dungeon, ruins, urban"
Rug of Smothering (A5E),Large,Construct,"Laboratory, Ruin"
Rum Gremlin,Tiny,Fey,
Rum Lord,Small,Fey,
Runeswarm,Large swarm,Construct,
Rusalka,Medium,Fey,aquatic
Russet Mold,Medium,Plant,underground
Rust Drake,Medium,Dragon,"ruins,underground,urban"
Rust Monster,Medium,Monstrosity,"dungeon, underground"
Rust Monster (A5E),Medium,Monstrosity,Caverns
Ruuk Nath,Medium,Humanoid,
Ryven,Medium,Humanoid,forest
Ryven Shaman,Medium,Humanoid,forest
Saber-Tooth Cat,Large,Beast,
Saber-Toothed Tiger,Large,Beast,"forest, grassland"
Saber-Toothed Tiger (A5E),Large,Beast,"Forest, Jungle, Mountains, Tundra"
Sack of Smothering,Small,Construct,"dungeon, ruins, urban"
Sacred Stone Monk,Medium,Humanoid,"arctic, cave, coast, desert, dungeon, forest, grassland, mountain, ruins, underground",NbB7,bLXsEneEwOnv3,PKL48ThuWZIsetfm,iHWTZ90XL6lsV,OHur8VZJl7M9lTZaeJ,XjR4tmjE6G8bCj8,Wb
Sadistic Vampiric vanguard,Medium,Undead,
Sahuagin,Medium,Humanoid,"aquatic, coast"
Sahuagin (A5E),Medium,Humanoid,Water
Sahuagin Baron,Large,Humanoid,"aquatic, coast"
Sahuagin Champion (A5E),Medium,Humanoid,Water
Sahuagin Priestess,Medium,Humanoid,"aquatic, coast"
Sahuagin Warlock of Uk'Otoa,Medium,Humanoid,
Salamander,Large,Elemental,"forest, planar",WlwBW9EWIEla
Salamander (A5E),Large,Elemental,"Caverns, Plane of Fire"
Salamander Monarch,Large,Elemental,
Salamander Noble (A5E),Huge,Elemental,"Caverns, Plane of Fire",f8fJyL4SR,jk1,l17JGLzd5B3MtT72,WvmnmlDExNijuu3,Fjyycx1u30PkL,Thz9
Salamander Nymph (A5E),Medium,Elemental,"Caverns, Plane of Fire"
Salt Devil,Medium,Fiend,
Salt Golem,Large,Construct,
Sammael,Medium,Celestial,
Sand Hag,Medium,Monstrosity,
Sand Ray (A5E),Large,Aberration,Desert
Sand Ray Cloaker Variant (A5E),Large,Aberration,"deserts, aquatic"
Sand Silhouette,Medium,Undead,desert
Sand Spider,Large,Beast,"desert,plains"
Sand Worm (A5E),Gargantuan,Monstrosity,Desert
Sanddrift Drake,Large,Dragon,
Sandling,Large,Elemental,planar
Sandman,Medium,Celestial,
Sandwyrm,Large,Dragon,desert
Sap Demon,Small,Ooze,forests
Saphire Jelly,Medium,Ooze,
Sapphire Dragon Wyrmling (A5E),Medium,Dragon,Caverns
Sapphire Jelly,Medium,Ooze,
"Sarastra, Queen of Night and Magic",Medium,Fey,
Sarcophagus Slime,Medium,Undead,"ruins,underground"
Sarimanok,Medium,Celestial,
Sarsaok,Huge,Monstrosity,
Sasori Fukurowashi,Medium,Fey,
Sasquatch,Large,Beast,
Satarre Destroyer,Medium,Humanoid,
Satarre Mystic,Medium,Humanoid,
"Satarre, Lord of the Satarre",Large,Fiend,
Sathaq Worm,Huge,Elemental,"desert,marshes,ruins,underground"
Satyr,Medium,Fey,"forest, grassland, urban"
Satyr (A5E),Medium,Fey,"Feywild, Forest, Hills, Jungle"
Savager,Large,Beast,"forests,plains",DKq0HMg,Gud9oN,HDAN0MLWN,ZyJtusjvOor,1,PUjRaCgB042mSxZuv3Rq,28UOrbaRzf
Savior lumen,L,Swarm,"any, farmland, urban",53LCZ,dT2PANfE,6MyyFlI6SM8y,REne8SR6OoR1SHcxRs,9eJEvEWFv388D96Cgy
Sazakan,M,Elemental,arctic
Scanlan Shorthalt,Small,Humanoid (gnome),
"Scarab, ruin",L,Undead,planar
"Scarab, suncatcher",G,Beast,"desert, underground",OZx5cNg0,NbHZmyHEuJ5Mg3gqOB,7,YXUGNhuR
Scarecrow,Medium,Construct,"grassland, urban"
Scarecrow (A5E),Medium,Construct,"Grassland, Hills, Settlement, Shadowfell, Swamp"
Scarecrow Harvester (A5E),Medium,Construct,"Grassland, Hills, Settlement, Shadowfell, Swamp",IDCLk,TGvBNPbV4yjbT,O5p
Scarlet Ibis,Medium,Monstrosity,
Scarsupial,S,Beast,forest
Scheznyki,Small,Fey,"hills,ruins,underground"
Scitalis,Large,Monstrosity,
Scorchbringer Guard,Medium,Humanoid,
Scorchrunner jackal,M,Monstrosity,badlands
Scorpikis,Large,Monstrosity,
Scorpion,Tiny,Beast,"cave, desert, grassland, mountain, swamp"
Scorpion (A5E),Tiny,Beast,"Desert, Grassland"
Scorpion Assassin,Medium,Humanoid,
Scorpion Cultist,Medium,Humanoid,desert
Scorpion Helot,Medium,Humanoid,
"Scorpion, Night",Large,Beast,"desert,forests,plains,ruins,underground"
Scorpionfolk (A5E),Large,Monstrosity,Desert
Scorpionfolk Imperator (A5E),Large,Monstrosity,Desert
Scout,Medium,Humanoid,"arctic, coast, desert, forest, grassland, mountain, swamp"
Scout (A5E),Medium,Humanoid,"Caverns, Desert, Feywild, Forest, Grassland, Hills, Jungle, Mountains, Swamp, Tundra"
Scrag (A5E),Large,Giant,"Caverns, Feywild, Forest, Grassland, Hills, Jungle, Mountains, Ruin, Swamp"
"Scrag, Greater",Large,Monstrosity,
"Scrag, Lesser",Medium,Monstrosity,
Screaming Devilkin,Small,Fiend,
Screecher,Large,Monstrosity,
Scribe Devil,Medium,Fiend,
Scrofin,Medium,Fey,
Scroll Mummy,Medium,Undead,
Scythe Tree,Huge,Plant,forest
Sea Dragon Wyrmling,Medium,Dragon,
Sea Fury,Medium,Fey,
Sea Hag,Medium,Fey,"aquatic, coast, underground",CSCvLwFigXsEFQpmy
Sea Hag (A5E),Medium,Fey,"Feywild, Plane of Water, Water"
Sea Hag (coven),Medium,Fey,"aquatic, coast, underground"
Sea Horse,Tiny,Beast,aquatic
Sea Lion,Large,Monstrosity,
Sea Serpent (A5E),Gargantuan,Monstrosity,Water
Sea Spawn,Medium,Humanoid,"coast, aquatic"
Sea Wyrmling Dragon,Medium,Dragon,aquatic
Seahorse (A5E),Tiny,Beast,Water
Selachian,Large,Humanoid,
Selang,Medium,Fey,
Selang (dark satyr),Medium,Fey,badlands
Sema,Small,Aberration,
Sentinel in Darkness,Large,Construct,
Sepulchral Guardian,Medium,Construct,
Serpentfolk of Yig,Medium,Humanoid,
Serpentine Lamia,Medium,Monstrosity,
Serpopard,Large,Beast,marshes
Servant of the Unsated God,Medium,Undead,
Servant of the Vine,Medium,Humanoid,
Servant of Yig,Medium,Aberration,
Servitor Thrull,Small,Construct,
Seven Knives Darkblade,Medium,Humanoid,
Seven Knives Enforcer,Medium,Humanoid,
Seven Knives Thug,Medium,Humanoid,
Severin,Medium,Humanoid,
Sewer weird,L,Elemental,urban
Shabti,Medium,Construct,"marshes,ruins,underground",agujQ3Y0z,iYp,dxtC,hy6QC6UU6sLNco
shadhavar,Large,Monstrosity,
Shadow,Medium,Undead,"dungeon, ruins, swamp, urban"
Shadow (A5E),Medium,Undead,"Caverns, Ruin, Shadowfell, Tomb"
Shadow Beast,Medium,Fey,"badlands,forests,ruins,underground"
Shadow blight,Small,Plant,
Shadow Boxer,Small,Fey,
Shadow Demon,Medium,Fiend,"dungeon, planar",e0EgpC2SJO,P,5lI8OtB7oD5JMnFRhDF8,X37oAx,v5MirEwOR
Shadow Demon (A5E),Medium,Fiend,Abyss
Shadow Dragon Wyrmling (A5E),Medium,Dragon,"Caverns, Shadowfell"
Shadow Elf Champion Warrior (A5E),Medium,Humanoid,"Caverns, Feywild, Shadowfell"
Shadow Elf Duelist,Medium,Humanoid,
Shadow Elf Enchantress,Medium,Humanoid,
Shadow Elf Forest Hunter,Medium,Humanoid,
Shadow Elf High Priest (A5E),Medium,Humanoid,"Desert, Hills, Settlement, Temple"
Shadow Elf Mage (A5E),Medium,Humanoid,"Caverns, Feywild, Shadowfell"
Shadow Elf Spellcaster Drider (A5E),Large,Monstrosity,"Feywild, Ruin"
Shadow Elf Warrior (A5E),Medium,Humanoid,"Caverns, Feywild, Shadowfell"
Shadow Fey,Medium,Humanoid,
Shadow Fey Ambassador,Medium,Humanoid,
Shadow Fey Dancer,Medium,Humanoid,
Shadow Fey Duelist,Medium,Humanoid,
Shadow Fey Elf,Medium,Humanoid,
Shadow Fey Enchantress,Medium,Humanoid,
Shadow Fey Forest Hunter,Medium,Humanoid,
Shadow Fey Guardian,Large,Humanoid,
Shadow Fey Knight,Medium,Humanoid,
Shadow Fey poisoner,Medium,Humanoid,
Shadow giant,Huge,Giant,
Shadow Goblin,Small,Humanoid,
Shadow Horror,Large,Aberration,
Shadow lurker,M,Fey,"farmland, urban",sw4S8
Shadow Mastiff,Medium,Fiend,"forest, grassland, swamp",uH4HXb5eOLEz,cWv
Shadow Mastiff Alpha,Medium,Monstrosity,"forest, grassland, swamp"
Shadow of Death,Large,Celestial,
Shadow Ooze,Medium,Ooze,
Shadow Rat,Tiny,Undead,
Shadow River Lord,Medium,Undead,
Shadow Skeleton,Medium,Undead,
Shambling Mound,Large,Plant,"forest, swamp"
Shambling Mound (A5E),Large,Plant,"Feywild, Forest, Jungle, Swamp"
Shantak,Large,Monstrosity,
Shard Swarm,Medium swarm,Construct,
Shark Bowl Ooze,Huge,Ooze,
Sharkjaw Skeleton,Large,Undead,
Sharwyn Hucrele,Medium,Humanoid,
Shellycoat,Medium,Fey,"ruins,underground"
Shetani,M,Fiend,"desert, grassland"
Shield Guardian,Large,Construct,"dungeon, ruins, urban"
Shield Guardian (A5E),Large,Construct,"Laboratory, Ruin, Temple, Tomb"
Shifter,Medium,Humanoid,
Shiftshroom,Medium,Plant,
shimmer seal,Medium,Beast,
Shinigami,Large,Celestial,
Shipbreaker Sea Serpent,Gargantuan,Dragon,aquatic
Shoalar Quanderil,Medium,Humanoid,
Shockwing,Small,Beast,
Shoggoth,Huge,Aberration,
Shoosuva,Large,Fiend,"arctic, forest, grassland"
Shoreline Scrapper,Large,Beast,
Short-Faced Bear,Large,Beast,
"Shoth, Avatar of",Gargantuan,Aberration,
"Shoth, Droth",Huge,Aberration,
"Shoth, Oth",Large,Aberration,
"Shoth, Sooze",medium,Aberration,
Shriekbat,Huge,Monstrosity,
Shrieker,Medium,Plant,"cave, dungeon, swamp"
Shrieker (A5E),Medium,Plant,"Caverns, Forest, Swamp"
Shroom,Small,Plant,"forest, underground"
Shroud,Medium,Undead,
Shroud Ray (A5E),Large,Aberration,"Plane of Water, Water"
Shukankor,Huge,Aberration,
Shurale,Medium,Fey,
Sigbin,Medium,Monstrosity,
Sigilian,Medium,Construct,
Silenal,Small,Fey,
Silent crier,M,Fiend,"farmland, urban"
Silver Dragon Wyrmling,Medium,Dragon,"arctic, mountain"
Silver Dragon Wyrmling (A5E),Medium,Dragon,"Feywild, Mountains"
Silver Dragon Wyrmling Skeleton,Medium,Undead,
Silverpaw Dog,Medium,Fey,
Silverpaw Paladin,Small,Humanoid,
Simhamukha,Huge,Celestial,
"Simian, kapi",Medium,Humanoid,
"Simian, vanara",Medium,Humanoid,
Simurg,Gargantuan,Celestial,
Sinstar,T,Plant,"hills, mountains, planar"
Sinstar thrall,M,Plant,"hills, mountains, planar"
Sir Braford,Medium,Humanoid,
Sire of Insanity,Huge,Fiend,
Sire of Stagnation,Gargantuan,Aberration,
Siren,Medium,Fey,"Desert, Forest, Grassland, Hills, Jungle, Mountains, Swamp, Tundra"
Skein Witch,Medium,Celestial,
Skeletal Champion (A5E),Medium,Undead,"Ruin, Shadowfell, Temple, Tomb"
Skeletal Tyrannosaurus Rex (A5E),Huge,Undead,"Ruin, Shadowfell, Temple, Tomb"
Skeletal Warhorse (A5E),Large,Undead,"Ruin, Shadowfell, Temple, Tomb"
Skeleton,Medium,Undead,"dungeon, ruins, urban"
Skeleton (A5E),Medium,Undead,"Ruin, Shadowfell, Temple, Tomb"
Skeleton Horde (A5E),Large,Undead,"Ruin, Shadowfell, Temple, Tomb"
Skeleton Warrior,Medium,Undead,underground
"Skeleton, Cackling",Medium,Undead,
"Skeleton, Clacking",Medium,Undead,
"Skeleton, Dragon (template)",Medium,Undead,
"Skeleton, Monarch",Medium,Undead,
"Skeleton, Shadow",Medium,Undead,
"Skeleton, Sharkjaw",Large,Undead,
"Skeleton, Swordbreaker",medium,Undead,,1iSjJ6liZ5NJE1,GEG1Coz,1YLM3Tk94JB,aTGl,fFnOp3uWiBk5mz3NluZ
Skelzi,Medium,Humanoid,
Skin Bat,Small,Undead,
Skitterhaunt,Large,Ooze,"badlands,desert,ruins,underground"
Skittering Horror,Huge,Aberration,
Skulk,Medium,Humanoid,underground
Skull Drake,Medium,Dragon,
Skull Lantern,Tiny,Undead,
Skyjek Roc,Large,Monstrosity,
Skyswimmer,Gargantuan,Monstrosity,
Skyweaver,Medium,Humanoid,"arctic, cave, coast, desert, dungeon, grassland, mountain, ruins"
Slaad Tadpole,Tiny,Aberration,planar
Slave of the Chalice,Medium,Humanoid,
Sleipnir,Large,Monstrosity,
Sliepnir,Large,Monstrosity,
Slithering Tracker,Small,Ooze,underground
Slithy tove,S,Monstrosity,"forest, grassland"
Sliver,Medium,Monstrosity,
Sliver Queen,Huge,Monstrosity,
"Sloth, Giant",Large,Beast,
Slow Storm,Huge,Elemental,
Sluagh,Tiny,Fey,
Sluagh Swarm,Medium Swarm,Fey,
Small Air Elemental,Small,Elemental,"arctic, cave, coast, desert, dungeon, forest, grassland, mountain, planar, ruins, swamp, underground"
Small Bird,Small,Beast,
Small Earth Elemental,Small,Elemental,"arctic, cave, coast, desert, dungeon, forest, grassland, mountain, planar, ruins, swamp, underground",GMa0lFQD96ZnhG,w980pfUT2eLlry8xFnY,KJDVUorOCgCa6C,avYucC1m4xPPHoSkEDv,e1IR4MA2BAHlGq3,5,kaX1R6ZgKza8GJy,j6IVfJW9,ApVHF866JSBNdq
Small Fire Elemental,Small,Elemental,"cave, coast, desert, dungeon, grassland, mountain, planar, ruins, underground"
Small Ice Elemental,Small,Elemental,"arctic, dungeon, planar, urban"
Small Water Elemental,Small,Elemental,"cave, coast, forest, mountain, planar, swamp, underground"
Smaragdine Golem,Large,Construct,
Smoke Mephit,Small,Elemental,"dungeon, planar, urban"
Snake Lamia (A5E),Large,Monstrosity,"Abyss, Desert, Grassland, Hills"
Snake with a Hundred Mage Hands,Small,Monstrosity,
"Snake, Zanskaran Viper",Large,Beast,marshes
Snallygaster,H,Aberration,"hills, mountains"
Snatch bat,M,Aberration,"any, planar"
Snow cat,Medium,Beast,
Snow giant,Huge,Giant,
Snow Hag,Medium,Fey,
Snow Kyeryong,Small,Monstrosity,
Snow Leopard,Medium,Beast,"arctic, forest, mountain",Z1LBv7m5,dR3xoS6vMYJGs,zu
Snow Queen,Medium,Fey,
Snow Spider,Large,Beast,
Snow Terror,Large,Fiend,
Snowman (A5E),Medium,Construct,"Grassland, Hills, Settlement, Shadowfell, Swamp",7F3GDL,dtC8lX1HR3u8A,pSUMZR18
Sodwose,M,Plant,grassland
Soil snake,H,Construct,grassland
Solar,Large,Celestial,planar
Solar (A5E),Large,Celestial,"Astral Plane, Temple"
Solar Counselor (A5E),Large,Celestial,
Soldier,Medium,Humanoid,"Desert, Forest, Grassland, Hills, Mountains, Settlement"
Soldier Squad (A5E),Large,Humanoid,"Desert, Forest, Grassland, Hills, Mountains, Settlement"
Somberweave,Medium,Fey,
son of fenris,Huge,Monstrosity,
Song Angel,Large,Celestial,
Sootwing,Small,Beast,
Sooze,Medium,Aberration,
Soul Eater,Medium,Fiend,
Soul Harvester,Huge,Fiend,"dungeon, planar"
Soul Reaper,Large,Undead,
spark,Tiny,Elemental,
Spark Mephit (A5E),Small,Elemental,"Plane of Air, Plane of Water, Water"
Spawn of Akyishigal,Medium,Fiend,
Spawn of Alquam,Large,Fiend,
Spawn of Arbeyach,Medium,Fiend,
Spawn of Chernobog,Large,Fiend,
Spawn of Hriggala,Huge,Fiend,
Spawn of Kyuss,Medium,Undead,"desert, underground"
Spawn of Parzelon,Medium,Fiend,
Spawn of Rhopalocerex,Large,Fiend,
Spawned Yaoguai,Huge,Monstrosity,
Speaker to the Darkness,Small,Humanoid,
Spectator,Medium,Aberration,"cave, dungeon, ruins, underground, urban"
Specter,Medium,Undead,"dungeon, ruins, urban"
Specter (A5E),Medium,Undead,"Ruin, Shadowfell, Tomb"
Spectral Guardian,Medium,Undead,
Spectral Troll,Large,Undead,
Spell-warped Chuul (A5E),Large,Aberration,"Caverns, Plane of Water, Water"
Spellhound,Large,Monstrosity,
Spellskite,Large,Construct,
Sphinx (A5E),Large,Monstrosity,"Astral Plane, Desert, Ethereal Plane, Ruin, Temple"
"Sphinx, Gypsosphinx",Large,Monstrosity,"desert,ruins,underground,plains"
Spider,Tiny,Beast,"cave, coast, dungeon, forest, grassland, mountain, planar, ruins, swamp, underground"
Spider (A5E),Tiny,Beast,"Caverns, Ruin"
Spider Drake,Large,Dragon,
Spider of Leng,Large,Aberration,"hills,mountains"
Spider Skull,Tiny,Undead,
Spider thief,Small,Construct,
"Spider, Crypt",Medium,Beast,
Spined Devil,Small,Fiend,"dungeon, planar"
Spinosaurus,Gargantuan,Beast,"forests,marshes"
Spinosaurus Young,Huge,Beast,"forests,marshes"
Spire Walker,Tiny,Fey,
Spirit,Medium,Undead,
Spirit Lamp,Medium,Undead,
Spirit Naga,Large,Monstrosity,"cave, dungeon, ruins, underground"
Spirit Naga (A5E),Large,Monstrosity,"Astral Plane, Caverns, Desert, Forest, Jungle, Mountains, Ruin, Temple"
Spitting Sea Serpent,Large,Dragon,aquatic
Spitting Sliver,Large,Monstrosity,
Splinter matron,M,Fey,badlands
sporous crab,Small,Beast,
Spree,Small,Fiend,
Sprite,Tiny,Fey,"forest, grassland, swamp"
Sprite (A5E),Tiny,Fey,"Feywild, Forest, Swamp"
spurred water skate,Large,Beast,
Spy,Medium,Humanoid,"arctic, cave, coast, desert, forest, grassland, mountain, ruins, swamp, urban",sH63D,ybrkX2POOm
Spy (A5E),Medium,Humanoid,"Ruin, Settlement, Sewer",dLHy3lukXbtekY,t6R2DY7P,rT,m7F5usXIJZTisBz9ed4C,a8RQ9kWjA,UnEFPeTDnU,yJeD45f6SNpUt62,pRZmAYRLUuGkuaHur9u
Spymaster (A5E),Medium,Humanoid,"Desert, Forest, Settlement, Sewer",HV7hDSYRyBW,elju,8qOodDBJw7,Z59gAMe9u6ql,g6bxDF,qga02kA,OdkKXzZTX7J9qfrV
Srin-Po,Medium,Undead,
Ssadar,Medium,Humanoid,
Stained-glass moth,S,Construct,urban
Star Drake,Large,Dragon,hills
Star Spawn Of Cthulhu,Large,Fiend,
Star-nosed diopsid,L,Aberration,"forest, grassland"
Star-Spawn of Cthulhu,Large,Aberration,
Star-Thing of Nheb,Large,Aberration,
Stargazer,H,Monstrosity,"badlands, coastal, desert"
Starving specter,M,Undead,"farmland, urban",2h9lJPmi8AW,NWM3oTOAGQ4I2ix,3P,D,EN3sm4vamblyl57t,CLkVFDm4VnMZM0S,KLSBaJ9I2lbqfguEl,wUW6B4ZL,MTZU9LK
Steam Golem,Large,Construct,
Steam Mephit,Small,Elemental,"dungeon, planar, urban"
Steam Mephit (A5E),Small,Elemental,"Caverns, Jungle, Plane of Fire, Plane of Water, Settlement, Water"
Stegocentipede,Huge,Beast,"forest, underground"
Stegosaurus,Huge,Beast,"forest, grassland"
Stegosaurus (A5E),Huge,Beast,"Grassland, Jungle, Mountains, Swamp"
Stellar Rorqual,Gargantuan,Aberration,
Stench Kow,Large,Beast,grassland
Stirge,Tiny,Beast,"forest, swamp"
Stirge (A5E),Tiny,Beast,"Caverns, Desert, Hills, Swamp"
Stone Colossus (A5E),Gargantuan,Construct,"Laboratory, Ruin, Temple, Tomb"
Stone Creeper,Medium,Plant,
Stone Giant,Huge,Giant,"cave, mountain, underground"
Stone Giant (A5E),Huge,Giant,"Hills, Mountains, Plane of Earth"
Stone Giant Dreamwalker,Huge,Giant,"coast, grassland, mountain"
Stone Giant Stonetalker (A5E),Huge,Giant,"Hills, Mountains, Plane of Earth"
Stone Golem,Large,Construct,"dungeon, ruins, urban"
Stone Guardian (A5E),Large,Construct,"Laboratory, Ruin, Temple, Tomb"
Stone Guardian Golem,Medium,Construct,
Stone Strix,Huge,Monstrosity,
Stone-eater slime,S,Ooze,"mountains, underground",1B1IxCzvh3TtJoDgW,18Z6O0Xnt91ePbX,KMcseX,4C023kGRTF,oA,OKn3qFZC,w1EJnfFLHjBw,938sgmVEbxj9Yx
Stonemelder,Medium,Humanoid,"arctic, cave, coast, desert, dungeon, forest, grassland, mountain, ruins, underground"
Storm Giant,Huge,Giant,"arctic, coast, desert, mountain, planar"
Storm Giant (A5E),Huge,Giant,"Mountains, Plane of Air, Plane of Water, Water"
Storm Giant Monarch (A5E),Huge,Giant,"Mountains, Plane of Air, Plane of Water, Water"
Storm Giant Quintessent,Huge,Giant,"arctic, coast, desert, mountain, aquatic",2qSRGRAzGaZ,3mBI2ZpKq,is,uw30QCI5RcIY4mJTffd,t5
Storm Lord,Huge,Elemental,
Storm Maiden,Medium,Elemental,
Storm Raven,Tiny,Beast,"grassland, mountain"
Storm Spirit,Medium,Elemental,
Stormboar,Large,Monstrosity,
Stout Halfling Guard (A5E),Small,Humanoid,"Feywild, Forest, Grassland, Hills, Settlement",qoF7882Xg1bCY1,9ET5OI62,kmFx,eNq,8gaa7WaTr6RyCM,5qyrVUqok,uTUd5gWcYqvOOWW3sxa0
Strahd von Zarovich,Medium,Undead,
Strahd Zombie,Medium,Undead,
Strahd's Animated Armor,Medium,Construct,
Strangle Weed,Large,Plant,aquatic
Strider (A5E),Medium,Humanoid,"Caverns, Desert, Feywild, Forest, Grassland, Hills, Jungle, Mountains, Swamp, Tundra",Is8nSDCES,cP8YGhlzeN9,hWNxtOGwIrT,BPyXi2axMyUL8Jws,dvvb3LmxDFdO7
Strobing Fungus,Medium,Plant,
Stryx,Tiny,Monstrosity,"forests,urban",V2jJYJlI,s,mwO8b,8,vq,7BYrpy8MSbMLd8,eEW1pHT,KSvTt7Rd,YiKYOO7eEfk
Stuhac,Medium,Fiend,"hills,mountains"
Stygian Fat-Tailed Scorpion,Tiny,Beast,"desert,forests,plains,ruins,underground"
Stygian Skeleton,Medium,Undead,underground
Subek,Large,Humanoid,aquatic
Succubus/Incubus,Medium,Fiend,"dungeon, planar, urban",4dDc8Ik2dH5x,ceRDAsOIlwLg,4NteZ1ytTy2SrDV1q5Or,cReDWzqQKbonCTsic8
Sul Khatesh,Large,Fiend,
Sulsha,Large,Humanoid,
Sunder Shaman,Huge,Giant,
Sunflower sprite,S,Fey,"farmland, forest",u7ZUfvx,NxzFB,AyIG3,byLb0w3T0TTT,l6aSKR8s,kApQK,85ovi7R75mMUZA8J2gTW,yDifiSpRTPA3xg3MHKZE,1,Z2tvr,Dxj,wT70oT6lez25pj5
Sunset Raptor,Medium,Monstrosity,
Suppurating Ooze,Medium,Ooze,
Suturefly,Tiny,Beast,"forests,marshes"
Swamp Adder,Small,Beast,
Swamp Lily,Medium,Plant,
Swamp Naga,Large,Monstrosity,
Swampgas Bubble,Medium,Ooze,
Swampgas shade,M,Undead,swamp
Swarm of Ball Bearings,Medium,Construct,"dungeon, ruins, urban"
Swarm of Bats,Medium,Beast,"cave, dungeon, forest, ruins, swamp, underground, urban"
Swarm of Bats (A5E),Medium,Beast,"Caverns, Mountains, Shadowfell, Tomb"
Swarm of Beetles,Medium,Swarm of tiny beasts,
Swarm of Centipedes,Medium,Swarm of tiny beasts,
Swarm of Compsognathus,Medium,Beasts,
Swarm of Cranium Rats,Medium,Beast,"underground, urban"
swarm of esteron,Medium Swarm,Beast,
Swarm of Flying Caltrops,Medium,Construct,"dungeon, ruins, urban",xq,y9k8j2Z8LBtC5yvN2DQ,MYybn,972,YqrT7MI7VjvuCa0OQc,MnmbHNhjmrU,7CNQyO10DCFKMCFGTirh,g,roICdMZFIZ
Swarm of Insects,Medium,Beast,"cave, dungeon, forest, grassland, mountain, ruins, swamp, underground, urban",If3rSjlZxDrbwpr9af3g,yBySiJ32BCS2iYJCzls,GrVQnBA65z,rZu,M8vq9HKkMrL0F,nkkrCHsvbDlaHx,Fv1WWK7uScVLNTK9,PFOHamOyRGZjR5FGt,SolPtRBVTiTT9o
Swarm of Insects (A5E),Medium,Beast,"Jungle, Swamp"
Swarm of Khalkos Spawn (A5E),Medium,Aberration,"Abyss, Hell, Settlement, Temple"
Swarm of Poisonous Snakes,Medium,Beast,"desert, dungeon, forest, grassland, swamp"
Swarm of Poisonous Snakes (A5E),Medium,Beast,"Caverns, Desert, Forest, Grassland, Hills, Jungle, Mountains, Ruin, Sewer, Swamp, Tomb, Water"
Swarm of Quippers,Medium,Beast,aquatic
Swarm of Quippers (A5E),Medium,Beast,"Sewer, Water"
