Name,Size,Type,Environment
Graveyard Dragon,Large,Undead,
Gray Nisp,Large,Fey,aquatic
Gray Ooze,Medium,Ooze,dungeon
Gray Ooze (A5E),Medium,Ooze,"Caverns, Mountains, Plane of Earth, Ruin, Sewer, Water"
Gray Orc,Medium,Humanoid,
Gray Slaad,Medium,Aberration,planar
Gray Thirster,Medium,Undead,desert
Graz'zt,Large,Fiend,
Great Gray Owl,Small,Beast,
Great Mandrake,Tiny,Plant,
Great Wyrm Black Dragon (A5E),Gargantuan,Dragon,Swamp
Great Wyrm Blue Dragon (A5E),Gargantuan,Dragon,Desert
Great Wyrm Gold Dragon (A5E),Gargantuan,Dragon,"Astral Plane, Grassland, Ruin, Water"
Great Wyrm Green Dragon (A5E),Gargantuan,Dragon,"Forest, Jungle"
Great Wyrm Red Dragon (A5E),Gargantuan,Dragon,Mountains
Great Wyrm White Dragon (A5E),Gargantuan,Dragon,Tundra
Greater Basilisk,Large,Monstrosity,desert
Greater Boneneedle,Medium,Beast,underground
Greater Fire Crab,Large,Monstrosity,planar
Greater Ghast of Leng,Large,Aberration,
Greater Lunarchidna,Medium,Aberration,
Greater Rakshasa,Medium,Fiend,
Greater Scrag,Large,Monstrosity,
Greater Sphinx (A5E),Huge,Monstrosity,"Astral Plane, Desert, Ethereal Plane, Ruin, Temple"
Greater Zombie,Medium,Undead,
Greed Swarm,Medium swarm,Construct,
Green Abyss Orc,Medium,Humanoid,
Green Brain,Small,Plant,underground
Green Dracolisk,Large,Dragon,
Green Dragon Wyrmling,Medium,Dragon,forest
Green Great Wyrm (A5E),Gargantuan,Dragon,forests
Green Great Wyrm Spellcaster (A5E),Gargantuan,Dragon,forests
Green Guardian Gargoyle,Medium,Monstrosity,"aquatic, underground"
Green Hag,Medium,Fey,"forest, swamp"
Green Hag (A5E),Medium,Fey,"Caverns, Feywild, Forest, Jungle, Ruin, Settlement, Shadowfell, Swamp"
Green Knight,Medium,Fey,
Green Knight of the Woods,Medium,Fey,
Green Slaad,Large,Aberration,planar
Grell,Medium,Aberration,"dungeon, underground"
"Gremlin, bilge",T,Fey,"coastal, underwater, urban"
"Gremlin, bilge bosun",S,Fey,"coastal, underwater, urban"
"Gremlin, rum story keeper",T,Fey,"farmland, urban"
Grick,Medium,Monstrosity,"cave, dungeon, underground"
Grick (A5E),Medium,Monstrosity,"Caverns, Mountains, Plane of Earth, Ruin, Sewer, Tomb"
Griffon,Large,Monstrosity,"arctic, coast, grassland, mountain"
Griffon (A5E),Large,Monstrosity,"Desert, Grassland, Hills, Mountains, Plane of Air"
Grim Jester,Medium,Undead,
Grimalkin (A5E),Medium,Monstrosity,"Forest, Settlement"
Grimlock (A5E),Medium,Humanoid,"Caverns, Plane of Earth, Ruin, Sewer, Shadowfell, Tomb"
Grimlock Technical (A5E),Medium,Humanoid,"Caverns, Plane of Earth, Ruin, Sewer, Shadowfell, Tomb"
Grimm,Large,Fey,mountain
Grimmlet,Tiny,Monstrosity,
Grimmlet Swarm,Large Swarm,Monstrosity,
Grindylow,Medium,Aberration,
Grippli,Small,Humanoid,"forest, swamp"
Grippli Shaman,Small,Humanoid,"forest, swamp"
Grisha,Medium,Humanoid,
Grivid,L,Aberration,"badlands, grassland"
Grog Strongjaw,Medium,Humanoid (half-giant),
Grolar bear,L,Beast,arctic
Grolar bear alpha,L,Monstrosity,
Grove Bear,Medium,Beast,
Grove Guardian,Large,Fey,
Grue (Type 1),Large,Ooze,underground
Grue (Type 2),Medium,Aberration,
Grung,Small,Humanoid,forest
Grung Elite Warrior,Small,Humanoid,forest
Grung Wildling,Small,Humanoid,forest
Guard,Medium,Humanoid,urban
Guard Drake,Medium,Dragon,"dungeon, urban"
Guard Squad (A5E),Large,Humanoid,"Desert, Forest, Grassland, Hills, Mountains, Settlement"
Guardian,Large,Humanoid,
"Guardian Creatures, Komainu",Medium,Celestial,
Guardian Giant,Huge,Giant,
Guardian Naga,Large,Monstrosity,"cave, coast, forest, ruins"
Guardian Naga (A5E),Large,Monstrosity,"Astral Plane, Caverns, Desert, Forest, Jungle, Mountains, Ruin, Temple"
Guardian Portrait,Medium,Construct,
Gug,Huge,Giant,"ruins,underground"
Gugalanna,Huge,Celestial,
Guiguai,Medium,Undead,
Gullkin,M,Humanoid,"coastal, planar"
Gullkin hunter,M,Humanoid,"coastal, planar"
Gulon,Large,Monstrosity,
Gulper Behemoth,Gargantuan,Monstrosity,
Gulper Eel,Large,Beast,aquatic
Gumienniki,Small,Fiend,
Gwishin,Medium,Undead,"forests, urban"
"Gwishin, Dalgyal",Medium,Undead (spirit),
Gynosphinx,Large,Monstrosity,"dungeon, ruins"
Gypsosphinx,Large,Monstrosity,
Haakjir,M,Monstrosity,"mountains, underground"
Hadrosaurus,Large,Beast,"grassland, swamp"
"Hag, brine",M,Fey,"coastal, underwater"
"Hag, pesta",M,Fey,"coastal, farmland, urban"
"Hag, Snow",Medium,Fey,
"Hag, wood",M,Fey,"forest, hills, mountains, swamp"
Hair Golem,Small,Construct,
Haleshi,Large,Fey,
Half-Ogre,Large,Giant,"arctic, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, urban"
Half-Red Dragon Veteran,Medium,Humanoid,"arctic, coast, desert, grassland, mountain, urban"
Half-Red Dragon Veteran (A5E),Medium,Humanoid,"Desert, Hills, Mountains, Plane of Fire, Ruin, Settlement"
Hallowed Reed,Medium,Celestial,
Hallowed Reeds,Medium,Celestial,
Hanged Man,Medium,Undead,
Hangman Tree,Huge,Plant,forest
Hantu Penanggal,Medium,Fiend,
Hanu-naga,Large,Monstrosity,"forest, mountain"
Harbinger of Wrath,Gargantuan,Construct,
Harefolk,Small,Humanoid,
Harionago,Medium,Undead,
Harionna,Medium,Fey,"forests, hills"
Harpy (A5E),Medium,Monstrosity,"Desert, Forest, Grassland, Hills, Jungle, Mountains, Swamp, Tundra"
"Harpy, Egret",Medium,Monstrosity,
"Harpy, plague",M,Monstrosity,"farmland, forest"
Harvest horse,L,Construct,farmland
Hashalaq quori,Medium,Aberration,
Haugbui,Medium,Undead,
Haunted giant,Huge,Giant,
Hawanar Genie,Large,Fiend,planar
Hawk,Tiny,Beast,"grassland, mountain"
Hawk (A5E),Tiny,Beast,"Forest, Grassland, Mountains, Settlement"
Hawkfox,Medium,Monstrosity,
Hawktoad,Small,Monstrosity,"forest, swamp"
Headless Horseman,Medium,Fiend,
Heavy Cavalry,Medium,Humanoid,
Hebi-Doku,Medium,Fey,
Heggarna,Tiny,Aberration,
Helashruu,Huge,Aberration,
Helix Moth Adult,Huge,Beast,forest
Helix Moth Larva,Large,Beast,underground
Hell Hound,Medium,Fiend,"dungeon, planar, urban"
Hell Hound (A5E),Medium,Fiend,"Astral Plane, Desert, Hell, Laboratory, Mountains, Plane of Fire, Shadowfell"
Hellenrae,Medium,Humanoid,
Helmed Horror,Medium,Construct,"dungeon, ruins, urban"
Herald of Blood,Huge,Fiend,
Herald of Darkness,Large,Fiend,
Herald of Fire,Large,Dragon,
Herald of Great Wyrm,Large,Dragon,
Herald of Rot,Large,Fiend,
Herald of Slaughter,Large,Fiend,
Herald of the Void,Large,Fiend,
Herald of Undeath,Large,Undead,
Herd skulker,M,Monstrosity,farmland
Hezrou,Large,Fiend,"dungeon, planar"
Hezrou (A5E),Large,Fiend,Abyss
Hieroglyphicroc,Large,Undead,ruins
Hierophant Lich,Medium,Undead,
High Cimota,Medium,Undead,
High Elf Noble (A5E),Medium,Humanoid,"Feywild, Forest, Hills, Settlement"
High Priest (A5E),Medium,Humanoid,"Desert, Hills, Settlement, Temple"
Hill Giant,Huge,Giant,"arctic, coast, grassland"
Hill Giant (A5E),Huge,Giant,"Feywild, Forest, Mountains, Plane of Earth, Ruin"
Hill Giant Chief (A5E),Huge,Giant,"Feywild, Forest, Mountains, Plane of Earth, Ruin"
Hinderling,S,Fey,"farmland, urban"
Hippocampus,Large,Monstrosity,aquatic
Hippogriff,Large,Monstrosity,mountain
Hippogriff (A5E),Large,Monstrosity,"Forest, Grassland, Hills, Mountains, Plane of Air"
Hippopotamus,L,Beast,"coastal, grassland, swamp"
"Hippopotamus, sacred",H,Celestial,"coastal, grassland, swamp, urban"
Hoar Fox,Small,Monstrosity,"arctic, forest"
Hoard Drake,Large,Dragon,
Hoard Golem,Huge,Construct,
Hoarfrost Drake,Medium,Dragon,
Hobgoblin (A5E),Medium,Humanoid,"Caverns, Desert, Forest, Grassland, Hills, Mountains"
Hobgoblin Captain (A5E),Medium,Humanoid,"Caverns, Desert, Forest, Grassland, Hills, Mountains"
Hobgoblin Devastator,Medium,Humanoid,"forest, grassland"
Hobgoblin Iron Shadow,Medium,Humanoid,"forest, grassland"
Hobgoblin Warlord,Medium,Humanoid,"arctic, coast, grassland, mountain, urban"
Hobgoblin Warlord (A5E),Medium,Humanoid,"Caverns, Desert, Forest, Grassland, Hills, Mountains"
Hodag,Large,Beast,
holler spider,Tiny,Beast,
Holy Knight (A5E),Medium,Humanoid,"Grassland, Hills, Mountains, Settlement, Temple"
Homunculus,Tiny,Construct,"dungeon, urban"
Homunculus (A5E),Tiny,Construct,Laboratory
Hongaek,Large,Elemental,
Hooden Horse,Medium,Undead,
Hook Horror,Large,Monstrosity,"dungeon, underground"
Hook Horror Servant,Medium,Plant,
Horakh,Medium,Monstrosity,"desert,plains,ruins,underground"
Horde Demon (A5E),Medium,Fiend,Abyss
Horde Demon Band (A5E),Large,Fiend,Abyss
Horde of Shadows (A5E),Large,Undead,"Caverns, Ruin, Shadowfell, Tomb"
Horizonback Tortoise,Gargantuan,Monstrosity,
Horncaller,Medium,Humanoid,
Horned Devil,Large,Fiend,"dungeon, planar"
Horned Devil (A5E),Large,Fiend,Hell
Horned Serpent,Large,Monstrosity,
Horned Tauric (A5E),Large,Fey,"Feywild, Forest, Grassland"
Horned Tauric Centaur Variant (A5E),Large,Fey,
Hound Guardian (A5E),Medium,Construct,"Laboratory, Ruin, Temple, Tomb"
Hound of the Night,Large,Monstrosity,"hills,plains,ruins,underground"
Hound of Tindalos,Medium,Aberration,
Howler Baboon,Medium,Beast,
Howler of the hill,L,Aberration,"farmland, planar"
Howling Hatred Initiate,Medium,Humanoid,"arctic, cave, coast, desert, dungeon, grassland, mountain, ruins"
Howling Hatred Priest,Medium,Humanoid,"arctic, cave, coast, desert, dungeon, grassland, mountain, ruins"
Hraesvelgr the Corpse Swallower,Huge,Giant,
Hrasvelgr,Huge,Giant,
Huecambra,Large,Monstrosity,
Huggermugger,Small,Humanoid,underground
Hukluban,Medium,Fey,forests
Huli Jing,Medium,Fey,
Hulking Crab,Huge,Beast,
Hulking whelp,Small / Huge,Fey,
"Human, Elfmarked",Medium,Humanoid,
Hundun,Large,Celestial,
"Hungry ghost, gaki",Medium,Undead,
Hunter Shark,Large,Beast,aquatic
Hunter Shark (A5E),Large,Beast,Water
Hurricane,Medium,Humanoid,"arctic, cave, coast, desert, dungeon, grassland, mountain, ruins"
Husk,Medium,Undead,
Husk Zombie,Medium,Undead,
"Husk, Giant",Huge,Undead,
Hverhuldra,Small,Fey,
Hyaenodon,Large,Beast,grassland
Hyakume,Huge,Aberration,
Hybrid Brute,Medium,Humanoid,
Hybrid Flier,Medium,Humanoid,
Hybrid Poisoner,Medium,Humanoid,
Hybrid Shocker,Medium,Humanoid,
Hybrid Spy,Medium,Humanoid,
Hydra,Huge,Monstrosity,"aquatic, cave, coast, dungeon, forest, mountain, ruins, swamp, underground"
Hydra (A5E),Huge,Monstrosity,"Caverns, Plane of Water, Swamp, Water"
Hydra Cloud Gohl,Large,Aberration,"ruins, underground"
"Hydra, Chameleon",Huge,Monstrosity,
Hyena,Medium,Beast,"forest, grassland"
Hyena (A5E),Medium,Beast,"Desert, Grassland, Ruin, Shadowfell"
Ia'Affrat,Large,Elemental,
Ibexian,L,Fiend,planar
Ice Bogie,Small,Fey,
Ice Devil,Large,Fiend,"dungeon, planar"
Ice Devil (A5E),Large,Fiend,Hell
Ice Drake,Small,Dragon,arctic
Ice Elemental,Large,Elemental,
Ice Golem,Large,Construct,
ice maiden,Medium,Fey,
Ice Mephit,Small,Elemental,"arctic, dungeon, planar, urban"
Ice Toad,Medium,Monstrosity,arctic
Ice urchin,L,Monstrosity,arctic
Ice willow,L,Plant,arctic
Ice Worm (A5E),Gargantuan,Monstrosity,Tundra
Iceworm,S,Monstrosity,underwater
Icheneumon,Large,Monstrosity,
Ichneumon,Large,Monstrosity,
Ichor Ooze,Meidum,Ooze,
Idolic Deity,Small,Construct,"ruins,underground"
Igniguana,Medium,Elemental,"planar, underground"
Ijiraq,Medium,Fey,
Ikuchi,Gargantuan,Elemental,
"Illhveli, kembingur",Gargantuan,Monstrosity,
"Illhveli, Nauthveli",Gargantuan,Monstrosity,
Illusionist,Medium,Humanoid,urban
Imix,Huge,Elemental,
Imp,Tiny,Fiend,"dungeon, planar"
Imp (A5E),Tiny,Fiend,Hell
Imp Familiar (A5E),Tiny,Fiend,Hell
Imp Familiar Imp Variant (A5E),Tiny,Fiend (Devil),
Imperator,H,Monstrosity,"arctic, underwater"
"Imperator, penguin swarm",H,Swarm,"arctic, underwater"
Imperial Dragon Wyrmling,Medium,Dragon,
Imy-ut Ushabti,Medium,Construct,
Incandescent one,M,Celestial,"coastal, underwater"
Incarnate Gloom,Gargantuan,Undead,
Incinis,Large,Elemental,
Infernal Centaur,Medium,Fiend,
Infernal Knight,Medium,Fiend,
Infernal Swarm,Huge Swarm,Fiend,
Infestation Swarm,Medium,Aberration,
Infested Duelist,M,Humanoid,any
Infiltrator,M,Humanoid,urban
Initiate of the Elder Elementals,Small,Humanoid,
Ink Devil,Small,Fiend,"ruins,underground,urban"
Ink Guardian,Large,Ooze,
Ink Guardian Ooze,Large,Ooze,
Inkling,Tiny,Construct,
Inspired,Medium,Humanoid,
Intellect Devourer,Tiny,Aberration,"dungeon, underground"
Intellect Devourer (A5E),Tiny,Aberration,"Astral Plane, Caverns, Laboratory, Ruin, Sewer"
Invisible Stalker,Medium,Elemental,"arctic, cave, coast, desert, dungeon, forest, grassland, mountain, planar, ruins, swamp, underground, urban"
Ion slime,S,Ooze,coastal
Irid,Tiny,Celestial,
Iron Defender,Medium,Construct,
Iron Ghoul,Medium,Undead,"ruins,underground"
Iron Golem,Large,Construct,"dungeon, ruins, urban"
Iron Guardian (A5E),Large,Construct,"Laboratory, Ruin, Temple, Tomb"
Iron Sphere,Small,Construct,
Iron Teeth of Baba Yaga,Tiny,Fey,
Isonade,Gargantuan,Monstrosity,aquatic
Isperia,Gargantuan,Monstrosity,
Ixitxachitl,Small,Aberration,
Iymrith the Dragon,Gargantuan,Dragon,
Izek Strazni,Medium,Humanoid,
J'Ba Fofi Spider,Large,Beast,forests
Jaanavar Jal,Huge,Monstrosity,
Jack of Strings,Medium,Fey,
Jackal,Small,Beast,"desert, grassland"
Jackal of Darkness,Small,Undead,ruins
Jackalwere,Medium,Humanoid,"desert, grassland, urban"
Jackalwere (A5E),Medium,Fiend,"Desert, Grassland, Hills"
Jackalwere Pack Leader (A5E),Medium,Fiend,"Desert, Grassland, Hills"
Jaculi,Medium,Monstrosity,
Jaculus,Small,Dragon,forests
Jamna Gleamsilver,Small,Humanoid,
jarad vod savo,Medium,Undead,
Jiangshi,Medium,Undead,
Jimmenju,Huge,Plant,
Jinnborn air pirate,M,Humanoid,"desert, planar"
Jorogumo,Medium,Monstrosity,"mountains, coastal"
Jotun Giant,Gargantuan,Giant,
"Jourrael, the Caedogeist",Medium,Fiend (drow),
Jubjub bird,L,Beast,"forest, grassland"
Juggernaut,Large,Construct,
Juiblex,Huge,Fiend,
Jungle Ankheg,Large,Monstrosity,"coast, forest, grassland, underground"
Junk Shaman,Small,Humanoid,
Jupiter Bloodsucker,Medium,Plant,forest
Kachilian,Huge,Aberration,
Kachlian,Huge,Aberration,
"Kaiju, Masura",Gargantuan,Monstrosity,
"Kaiju, Mogaru",Gargantuan,Monstrosity (Titan),"forests, coastal"
Kalanget,Small,Elemental,
Kalaraq quori,Medium,Aberration,
Kalashtar,Medium,Humanoid,
Kalka-Kylla,Large,Monstrosity,
Kalke,Small,Fiend,
Kallikantzaros,Small,Fey,
Kamadan,Large,Monstrosity,
Kamaitachi,Small,Monstrosity,
"Kami, Gorao-ka",Tiny,Fey,
"Kami, Hebi-Doku",Medium,Fey,
"Kami, Naizu-Ha",Small,Fey,
"Kami, Neak Ta",Small,Fey,urban
"Kami, Sasori Fukurouwashi",Medium,Fey,
"Kami, Toshigami",Medium,Fey,"forests, urban"
"Kami, Zuishin",Medium,Fey,
Kampfult,Medium,Plant,underground
Kapi,Medium,Humanoid,
Kappa,Small,Fey,coastal
Kapre,Huge,Plant,forests
Karakura,Medium,Fiend,
Karkadann,H,Monstrosity,"desert, grassland"
Karrnathi undead soldier,Medium,Undead,
Kaveph,Huge,Aberration,
Kawa Akago,Small,Plant,coastal
Kech,Medium,Monstrosity,forest
Kech Bugbear Chief Variant (A5E),Medium,Humanoid (Goblinoid),
Keelbreaker crab,Huge,Monstrosity,
Keg Golem,Medium,Construct,
Kelauklyth,Medium,Humanoid,
Kelp Drake,Medium,Dragon,
Kelp Eel,Huge,Plant,
Kelpie,Medium,Plant,aquatic
Kenku,Medium,Humanoid,"arctic, coast, desert, forest, grassland, mountain, ruins, urban"
Keyhole Dragonette,Tiny,Dragon,
Kezai,Medium,Monstrosity,
Khalkos (A5E),Medium,Aberration,"Abyss, Hell, Settlement, Temple"
Khamaseen,T,Elemental,"badlands, desert"
Khargi,H,Fiend,badlands
Khargra,Small,Fiend,planar
Khodumodumo,Gargantuan,Monstrosity,
Ki-rin,Huge,Celestial,"coast, desert, grassland, mountain"
Kibaan,Small,Fey,
Kikimora,Medium,Fey,urban
Killer Whale,Huge,Beast,aquatic
Killer Whale (A5E),Huge,Beast,Water
King Fomor (A5E),Gargantuan,Celestial,Feywild
King Kobold,Small,Humanoid,
Kinnara,Medium,Celestial,
Kirikari,Huge,Monstrosity,
Kirin,Large,Celestial,
Kishi,Medium,Fiend,
Kishi Demon,Medium,Fiend,
Kitsune,Small,Fey,
Kmoch Pray,Huge,Plant,forests
Knight,Medium,Humanoid,urban
Knight (A5E),Medium,Humanoid,"Grassland, Hills, Mountains, Settlement, Temple"
Knight Ab-errant,Large,Humanoid,
Knight of the Road,Medium,Humanoid,
Kobold (A5E),Small,Humanoid,"Caverns, Forest, Grassland, Hills, Jungle, Mountains, Plane of Earth, Ruin, Settlement, Swamp, Tundra"
Kobold Alchemist,Small,Humanoid,"ruins,underground,urban"
Kobold Broodguard (A5E),Small,Humanoid,"Caverns, Forest, Grassland, Hills, Jungle, Mountains, Plane of Earth, Ruin, Settlement, Swamp, Tundra"
Kobold Bully,Small,Humanoid,
Kobold Commander,Small,Humanoid,
Kobold Dragon Servitor (A5E),Small,Humanoid,"Caverns, Forest, Grassland, Hills, Jungle, Mountains, Plane of Earth, Ruin, Settlement, Swamp, Tundra"
Kobold Dragonshield,Small,Humanoid,"forest, grassland, mountain, underground, urban"
Kobold Hero,Small,Humanoid,
Kobold Scale Sorcerer,Small,Humanoid,"forest, grassland, mountain, underground, urban"
Kobold Shaman,Small,Humanoid,
Kobold Soldier,Small,Humanoid,
Kobold Sorcerer Dragon Servitor (A5E),Small,Humanoid,"Caverns, Forest, Grassland, Hills, Jungle, Mountains, Plane of Earth, Ruin, Settlement, Swamp, Tundra"
Kobold Spellclerk,Small,Humanoid,
Kobold Trapsmith,Small,Humanoid,"ruins,underground,urban"
Kobold War Machine,Large,Construct,
"Kobold, drake rider",S,Humanoid,any
"Kobold, Elite",Small,Humanoid,
"Kobold, Junk Shaman",Small,Humanoid,
"Kobold, leviathan hunter",M,Humanoid,"coastal, underwater"
"Kobold, sapper",S,Humanoid,urban
"Kobold, Wizard",Small,Humanoid,
kongamato,Large,Beast,"marshes,plains"
Koralk (Harvester Devil),Large,Fiend,
Korred,Small,Fey,forest
Korrigan,Small,Fey,
Koschei,Medium,Fiend,
Kot Bayun,Medium,Monstrosity,"hills,mountains,ruins,underground"
Kraghammer Goat-Knight,Medium,Humanoid (dwarf),
Krake spawn,Huge,Monstrosity,aquatic
Kraken,Gargantuan,Monstrosity,"aquatic, coast"
Kraken (A5E),Gargantuan,Monstrosity,"Plane of Water, Water"
Kraken Hatchling,Huge,Monstrosity,
Kraken Priest,Medium,Humanoid,"coast, aquatic"
Kraul Death Priest,Medium,Humanoid,
Kraul Warrior,Medium,Humanoid,
Kryt,Medium,Humanoid,
Kting Voar,Large,Beast,"forests, plains"
Kulmking,Large,Undead,
Külmking,Large,Undead,
Kumakatok,Large trio of Medium fiends,Fiend,
Kuo-toa,Medium,Humanoid,"aquatic, coast"
Kuo-toa Archpriest,Medium,Humanoid,"aquatic, coast"
Kuo-toa Whip,Medium,Humanoid,"aquatic, coast"
Kurok-spirit,Large,Fiend,
Kuunganisha,Small,Fiend,
Labyrinth Keeper,Large,Monstrosity,
Lacedon (A5E),Medium,Undead,
Lacedon Ghast (A5E),Medium,Undead,"Abyss, Caverns, Desert, Forest, Grassland, Hills, Mountains, Ruin, Sewer, Shadowfell, Swamp, Temple, Tomb, Tundra"
Lacedon Ghoul (A5E),Medium,Undead,"Abyss, Caverns, Desert, Forest, Grassland, Hills, Mountains, Ruin, Sewer, Shadowfell, Swamp, Temple, Tomb, Tundra"
lady illmarrow,Medium,Undead,
Lady in White,Medium,Undead,
Laestrigonian,Large,Giant,
Laestrigonian Giant,Large,Giant,
Lake Troll,Large,Giant,
Lamassu,Large,Celestial,
Lambent Witchfyre,Large,Aberration,
Lamia,Large,Monstrosity,"desert, ruins"
"Lamia, Serpentine",Medium,Monstrosity,
Lampong,Medium,Fey,forests
Land Lamprey,Small,Beast,underground
Langdedrosa Cynwrath,Medium,Humanoid,
Lantern Beetle,Tiny,Beast,
Lantern Dragonette,Tiny,Dragon,forests
Lava Child,Medium,Elemental,underground
Lava Child Shaman,Medium,Elemental,underground
Lava Keeper,Huge,Elemental,
Lava Weird,Large,Elemental,planar
Lawmage,Medium,Humanoid,
Lazav,Medium,Monstrosity,
Lazavik,Tiny,Fey,
leech swarm,Medium,Beast,
Lemure,Medium,Fiend,"dungeon, planar"
Lemure (A5E),Medium,Fiend,Hell
Lemure Band (A5E),Large,Fiend,Hell
Lemurfolk,Small,Humanoid,
Lemurfolk (Kaguani),Small,Humanoid,forests
Lemurfolk Greyfur,Small,Humanoid,
Leng Spider,Huge,Aberration,
Leonin,Medium,Humanoid,
Leonino,Tiny,Beast,
Leshy,Medium,Monstrosity,forests
Lesser Boneneedle,Small,Beast,underground
Lesser Fire Crab,Small,Monstrosity,planar
Lesser Glass Golem,Small,Construct,
Lesser Hair Golem,Small,Construct,
Lesser Lunarchidna,Medium,Aberration,
Lesser Mud Golem,Small,Construct,
Lesser Scrag,Medium,Monstrosity,
Lesser Shadow,Medium,Undead,
Lesser Wood Golem,Medium,Construct,
Leucrotta,Large,Monstrosity,"desert, grassland"
Ley wanderer,H,Aberration,any
Library Automaton,Small,Construct,urban
Lich,Medium,Undead,"dungeon, ruins, urban"
Lich (A5E),Medium,Undead,"Laboratory, Ruin, Shadowfell, Tomb"
Lich (in lair),Medium,Undead,"dungeon, ruins, urban"
Lich Hound,Medium,Undead,
"Lich, Hierophant",Medium,Undead,
"Lich, Pact",Medium,Undead,
"Lich, Virtuoso",Medium,Undead,
Life broker,M,Fey,"farmland, urban"
Light Cavalry,Medium,Humanoid,
Light Devourer,Medium,Aberration,"cave, underground"
Light Dragon Wyrmling,Medium,Dragon,
Light Drake,Tiny,Dragon,
Light eater,S,Aberration,underground
Lightning Treant,Huge,Plant,forest
Likho,Medium,Monstrosity,forests
Liminal Drake,Large,Dragon,
"Linnorm, Vent",Gargantuan,Dragon,
Lion,Large,Beast,grassland
Lioness of Nergal,Medium,Humanoid,
Lionwere,Large,Monstrosity,"grassland, underground"
Liosalfar,Large,Elemental,
Litao,Medium,Fey,"coastal, forests"
Lithonnite,Large,Monstrosity,"aquatic, underground"
living burning hands,Medium,Construct,
living cloudkill,Large,Construct,
Living lightning bolt,Large,Construct,
Living Shade,Medium,Fey,
Living soot,L,Elemental,"planar, urban"
Living Spellbook,Large,Construct,
Living Star,Huge,Celestial,
Living Temple,Gargantuan,Construct,dungeon
Living Wick,Small,Construct,"ruins,underground,urban"
Lizard,Tiny,Beast,"cave, desert, dungeon, forest, grassland, mountain, ruins, swamp, underground"
Lizard (A5E),Tiny,Beast,"Desert, Grassland, Jungle, Ruin, Swamp"
Lizard King/Queen,Medium,Humanoid,"coast, dungeon, forest, grassland, swamp"
Lizardfolk,Medium,Humanoid,"coast, dungeon, forest, grassland, swamp"
Lizardfolk (A5E),Medium,Humanoid,"Jungle, Swamp"
Lizardfolk Chosen One (A5E),Medium,Humanoid,"Jungle, Swamp"
Lizardfolk Druid (A5E),Medium,Humanoid,"Jungle, Swamp"
Lizardfolk Monk,Medium,Humanoid,
Lizardfolk Shaman,Medium,Humanoid,"coast, dungeon, forest, grassland, swamp"
Lobe lemur,S,Monstrosity,swamp
Locksmith,Medium,Construct,
Lord of the Azer,Medium,Elemental,"planar, underground"
Lord of the Hunt,Medium,Fey,
Lord of Vultures,Large,Fey,
Lord Zombie,Medium,Undead,
Lorelei,Medium,Fey,aquatic
Lorthnu'un of the Golden Chalice,Huge,Aberration,
Lost Minotaur,Large,Undead,
Lotus Golem,Large,Construct,
Lou Carcolh,Medium,Monstrosity,
Loxoda,Huge,Monstrosity,"forests,plains"
Lu Nat,Medium,Fey,
Luck Dragon,Tiny,Dragon,
Luck Leech,Medium,Fey,
Lumawig,Large,Celestial,"mountains, forests, sea, coastal"
Lunar Devil,Large,Fiend,
"Lunarchidna, Greater",Medium,Aberration,
"Lunarchidna, Lesser",Medium,Aberration,
"Lunarchidna, Transcendent",Medium,Aberration,
Lunarian,Medium,Fey,
"Lycanthrope, werecrocodile",M,Humanoid,"coastal, desert, underwater"
"Lycanthrope, wereotter",M,Humanoid,"forest, swamp"
"Lycanthrope, wereowl",Medium,Humanoid,
"Lycanthrope, wereshark",Large,Humanoid,
Lymarien,Tiny,Fey,
Lymarien Swarm,Large Swarm,Fey,
Lystrosaurus,Medium,Beast,
Mad Piper,Large,Construct,
Madam Eva,Medium,Humanoid,
Maegera the Dawn Titan,Gargantuan,Elemental,
Mage,Medium,Humanoid,urban
Mage (A5E),Medium,Humanoid,"Desert, Feywild, Forest, Hills, Jungle, Laboratory, Mountains, Ruin, Settlement, Shadowfell, Swamp"
Mage Hunter Golem,Large,Construct,
Magewright,Medium,Humanoid,
Magma Bear,Large,Elemental,
Magma Landshark,Huge,Elemental,
Magma Mephit,Small,Elemental,"cave, dungeon, mountain, planar, urban"
Magma Mephit (A5E),Small,Elemental,"Caverns, Mountains, Plane of Earth, Plane of Fire"
Magma Mephit King,Small,Elemental,"cave, dungeon, mountain, planar, urban"
Magma Octopus,Large,Elemental,
Magma Ooze,Large,Ooze,"mountain, underground"
Magmin,Small,Elemental,"dungeon, planar, ruins, urban"
Magmin (A5E),Small,Elemental,"Caverns, Desert, Laboratory, Mountains, Plane of Fire"
Magmoid,Large,Elemental,planar
Magnetic Elemental,Large,Elemental,
Mahoru,Large,Monstrosity,aquatic
Maiden of Ice,Huge,Giant,"arctic, mountain, planar"
Major Malleable,Huge,Aberration,
Malakbel,Medium,Fiend,
Malcubus (A5E),Medium,Fiend,"Abyss, Ethereal Plane, Hell, Settlement"
Male Steeder,Medium,Beast,
Malformed Kraken,Huge,Monstrosity,
"Malleable, Major",Huge,Aberration,
"Malleable, Massive",Gargantuan,Aberration,
"Malleable, Minor",Medium,Aberration,
"Malleable, Moderate",Large,Aberration,
Mallqui,Medium,Undead,
Malphas,Medium,Fey,
Malphas (Storm Crow),Medium,Fey,
